event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
USA17531,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Washington,Okanogan,,Omak,48.411,-119.5276,1,"Omak-Okanogan County Chronicle; Crowd Counting Consortium",Other-Subnational,"On 14 November 2020, demonstrators gathered alongside a highway in Omak (Washington) for a 'Stop the Steal' rally, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=no report; stop the steal",1680633666
USA17535,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Kansas,Sedgwick,,Wichita,37.6869,-97.3309,1,KSN,Subnational,"On 14 November 2020, a large group of people staged a 'Stop the Steal' protest in front of the Sedgwick County Courthouse in Wichita (Kansas) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=a large group; stop the steal",1680633666
USA17445,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Pro-Police Group (United States)",Protesters,"Protesters (United States)","BLM: Black Lives Matter; Antifa (United States)",Protesters,Protesters-Protesters,,840,"North America","United States","North Carolina",Wake,,Raleigh,35.781,-78.6392,1,"ABC11; WNCT",Subnational,"On 14 November 2020, hundreds of people held a 'Stop the Steal' march in Raleigh (North Carolina) in support of President Trump and allegations of voter fraud in the presidential election, as well as some people supporting police. Counter-demonstrators also protested in support of President-Elect Biden and the Black Lives Matter movement. The protests remained peaceful.",0,"counter-demonstration; crowd size=hundreds; stop the steal",1680633666
USA17439,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","African American Group (United States)",Protesters,"Protesters (United States)","GOP: Republican Party; LGBTQ+ (United States)",Protesters,Protesters-Protesters,,840,"North America","United States",Nebraska,Douglas,,Omaha,41.2568,-95.9342,1,"Fox42; Omaha World-Herald",Subnational,"On 14 November 2020, a group of pro-Trump demonstrators organized by the Nebraska Log Cabin Republicans gathered in Omaha (Nebraska) to hold a 'Stop the Steal' rally, to protest the 2020 election being called for Joe Biden. Counter-protesters organized by proBLAC (a Black-led group) gathered nearby to demonstrate against Trump, and the groups, totaling 100-120 people, yelled at each other. At one point, police confiscated a taser from a member of the pro-Trump group, but made no arrests due to conflicting reports.",0,"counter-demonstration; crowd size=100-120; stop the steal",1697584399
USA17400,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Pro-Police Group (United States); Christian Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Wyoming,Laramie,,Cheyenne,41.1404,-104.8202,1,"Crowd Counting Consortium; Wyoming Tribune Eagle",Other-Subnational,"On 14 November 2020, about 40 people, including some waving 'Blue Lives Matter' flags and a local Reverend, protested in front of the Wyoming State Capitol in Cheyenne (Wyoming) as part of a 'Stop the Steal' rally, to protest the election being called for Joe Biden.",0,"crowd size=about 40; stop the steal",1697584399
USA17428,"14 November 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (United States)",,Protesters,"Police Forces of the United States (2017-2021)","BLM: Black Lives Matter","State forces","State forces-Protesters",,840,"North America","United States",Wisconsin,Milwaukee,,Milwaukee,43.0384,-87.9057,1,"CBS58; Fox6 Milwaukee; Milwaukee Journal Sentinel; Milwaukee's NPR; WISN12",Subnational,"On 14 November 2020, around 500-1000 supporters of Donald Trump held a 'Defend Your Vote' or 'Stop the Steal' rally outside of Serb Hall in Milwaukee (Wisconsin) to protest the election of Joe Biden as president. The Health Department showed up to shut down the event because demonstrators were not following coronavirus guidelines. The owner of Serb Hall was yelled out and pushed to the ground after telling demonstrators to follow directions. About 15 BLM counter-protesters, some of whom wore clothing showing opposition to Trump, were also present at the event. There were no serious injuries, but one person was arrested.",0,"counter-demonstration; crowd size=around 500-1000; stop the steal",1697584399
USA17407,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Iowa,Polk,,"Des Moines",41.5862,-93.6234,1,"KCCI8 News",Subnational,"On 14 November 2020, people staged a 'Stop the Steal' rally in front of the Iowa State Capitol in Des Moines (Iowa) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=no report; stop the steal",1747163767
USA17418,"14 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Missouri,Jackson,,"Kansas City",39.1013,-94.5789,1,"AP; KCTV5",Subnational-International,"On 14 November 2020, hundreds of people staged a 'Stop the Steal' march in Kansas City (Missouri) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=hundreds; stop the steal",1747779355
USA17379,"13 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Illinois,Will,,"Homer Glen",41.6,-87.9381,1,"Northwest Herald",Subnational,"On 13 November 2020, supporters of Donald Trump held a 'Stop the Steal' rally in Homer Glen (Illinois) to show support for the president and to air their frustrations over the recent election.",0,"crowd size=no report; stop the steal",1680633502
USA17384,"13 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States",Florida,Martin,,Stuart,27.1976,-80.2528,1,"TCPalm; Count Love",Other-Subnational,"On 13 November 2020, dozens of people, organized by the Martin County Republican Party, gathered on the Roosevelt Bridge in Stuart (Florida) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=dozens; stop the steal",1680633502
USA17389,"13 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter; Shutdown DC",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC",38.9171,-77.0003,1,"News2Share; Twitter; MilitiaWatch; Washington Post","Local partner-New media","On 13 November 2020, dozens of people, some of whom were INfoWars representatives, held a 'Stop the Steal' rally in Washington DC (District of Columbia) in support of President Trump and his allegations of voter fraud in the presidential election. The group also tore down photographs at a memorial to honor Black victims of police brutality. Counter-demonstrators, including pro-BLM demonstrators and members of Shutdown DC, protested against the Pro-Trump group. Police made a small number of arrests.",0,"counter-demonstration; crowd size=dozens; stop the steal",1680633666
USA18890,"12 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States",Missouri,Lincoln,,Troy,38.9797,-90.9809,1,"Lincoln County Journal; Crowd Counting Consortium",Other-Subnational,"On 12 November 2020, people staged a 'Stop the Steal' rally at the Old Courthouse in Troy (Missouri) to express skepticism about the presidential election results and in support of President Trump. A GOP member of the Missouri House of Representatives, Randy Pietzman, spoke at the rally.",0,"crowd size=no report; stop the steal",1680633502
USA17346,"11 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States","District of Columbia","District of Columbia",,"Washington DC - Northwest",38.9381,-77.0451,1,"Twitter; WUSA9","New media-Subnational","On 11 November 2020, a group of people with Public Advocate dressed as pirates protested in Washington DC - Northwest (District of Columbia) in support of President Trump's allegations of voter fraud in the presidential election. People also held a car caravan protest in support of President Trump and four people organized by the GOP held a 'Stop the Steal' protest outside of Fox News headquarters.",0,"crowd size=at least four; stop the steal",1680633666
USA17334,"11 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,"Protesters (United States)","BLM: Black Lives Matter",Protesters,Protesters-Protesters,,840,"North America","United States",Michigan,Ingham,,Lansing,42.7339,-84.5555,1,"Anti-Defamation League; Twitter","New media-National","On 11 November 2020, Trump supporters staged a 'Stop the Steal' rally outside of the Capitol building in Lansing (Michigan) in support of four more years for Donald Trump. Black Lives Matter protesters, at least one of whom held a 'fuck Trump' sign, were also at the Capitol, but the groups did not engage beyond verbal exchanges.",0,"counter-demonstration; crowd size=no report; stop the steal",1697584399
USA17347,"11 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Pennsylvania,Luzerne,,Wilkes-Barre,41.2459,-75.8813,1,"Citizens' Voice; Crowd Counting Consortium",Other-Subnational,"On 11 November 2020, about 25 people held a 'Fix the Fraud' and 'Stop the Steal' rally in Wilkes-Barre (Pennsylvania) in support of President Trump's allegations of voter fraud in the presidential election.",0,"crowd size=about 25; stop the steal",1707254100
USA17318,"10 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Pro-Police Group (United States); Latin American Group (United States)",Protesters,,,,"Protesters only",,840,"North America","United States",Florida,Leon,,Tallahassee,30.4382,-84.2803,1,"Tallahassee Democrat",Subnational,"On 10 November 2020, more than 100 people gathered in front of the Florida Historic Capitol building in Tallahassee (Florida) to show support for the arrival of a 'Stop the Steal' caravan from Texas, in protest of perceived election fraud and in support of President Trump's re-election. Several participants held 'Latinos for Trump' signs and 'thin blue line' flags.",0,"crowd size=more than 100; stop the steal",1680633502
USA17281,"09 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Pennsylvania,Erie,,Erie,42.1292,-80.0851,1,WICU,Subnational,"On 9 November 2020, people protested at the 'Stop the Steal' rally in Erie (Pennsylvania) in support of President Trump's allegations of voter fraud in the presidential election and to call for more transparency in the mail-in voting system.",0,"crowd size=no report; stop the steal",1680633502
USA17292,"09 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Michigan,Macomb,,"Shelby Township",42.6707,-83.0341,1,"Fox2 Detroit",Subnational,"On 9 November 2020, supporters of Donald Trump gathered for a 'Stop the Steal' event in Shelby Township (Michigan) to protest the presidential election results.",0,"crowd size=no report; stop the steal",1680633502
USA17291,"09 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Pennsylvania,Lackawanna,,Scranton,41.4092,-75.6649,1,"Scranton Times-Tribune",Subnational,"On 9 November 2020, people protested at the 'Stop the Steal' rally in Scranton (Pennsylvania) in support of President Trump's allegations of voter fraud in the presidential election.",0,"crowd size=no report; stop the steal",1747779355
USA17210,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","North Carolina",Stanly,,Albemarle,35.3501,-80.2001,1,"Stanly News & Press",Subnational,"On 8 November 2020, an estimated 50 to 60 people including supporters with People Advocating Vaccine Education held a 'Stop the Steal' rally in Albemarle (North Carolina) in support of President Trump's allegations of voter fraud in the presidential election.",0,"crowd size=an estimated 50 to 60; stop the steal",1680633502
USA17233,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Pennsylvania,Indiana,,Indiana,40.6215,-79.1525,1,WTAE4,Subnational,"On 8 November 2020, people marched at the 'Stop the Steal' rally in Indiana (Pennsylvania) in support of President Trump and to express concern about the legitimacy of the vote counts in the presidential election.",0,"crowd size=no report; stop the steal",1680633502
USA17251,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Latin American Group (United States)",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Florida,Escambia,,Pensacola,30.4209,-87.2169,1,"Pensacola News Journal; KATV7",Subnational-National,"On 8 November 2020, about 100 people gathered in Plaza Ferdinand in Pensacola (Florida) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election. Several participants held signs reading 'Latinos for Trump'. During the event, the group was met by a small group of counter-protesters. One Trump supporter ripped a counter-protester's mask off and was charged with simple battery.",0,"counter-demonstration; crowd size=about 100; stop the steal",1680633502
USA17235,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Missouri,Jasper,,Joplin,37.0842,-94.5136,1,KOAM-TV,Subnational,"On 8 November 2020, around 100 people staged a 'Stop the Steal' rally in Joplin (Missouri) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=around 100; stop the steal",1680633666
USA17250,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",California,"Los Angeles",,Pasadena,34.1416,-118.1502,1,"Pasadena Now",Subnational,"On 8 November 2020, about 100 people staged a 'Stop the Steal' rally outside City Hall in Pasadena (California) in support of President Trump and against the 2020 Presidential election results. A caravan of about 40 cars followed the rally.",0,"crowd size=about 100; stop the steal",1680633666
USA17255,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Washington,Benton,,Richland,46.2857,-119.2845,1,"Tri-City Herald; Crowd Counting Consortium",Other-Subnational,"On 8 November 2020, about 200 people gathered in a plaza in Richland (Washington) for a 'Stop the Steal' rally, protesting the election being called for Joe Biden.",0,"crowd size=about 200; stop the steal",1680633666
USA17512,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Tarrant,,Grapevine,32.9342,-97.078,1,"NBC5 (Fort Worth-Dallas)",Subnational,"On 8 November 2020, some people staged a 'Stop the Steal' rally in Grapevine (Texas) to express skepticism about the results of the presidential election and in support of President Trump.",0,"crowd size=no report; stop the steal",1680633666
USA17265,"08 November 2020",2020,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (United States)",,Protesters,"Sole Perpetrator (United States)",,"Political militia","Political militia-Protesters","Civilian targeting",840,"North America","United States",California,"Santa Barbara",,"Santa Maria",34.953,-120.4357,2,"KSBY6; Cal Coast News; Tribune (San Luis Obispo); Crowd Counting Consortium",Other-Subnational,"On 8 November 2020, an unreported number of people staged a 'MAGA Drag the Interstate' and 'Stop the Steal' car caravan through Templeton, Atascadero, the Five Cities Area, and Santa Maria (California) in support of President Trump and against the 2020 presidential election results. A male individual allegedly threw objects including a water bottle at the cars before driving a vehicle into one of the rally cars causing it to roll onto its side and collide with another vehicle. Drivers of the latter two cars were hospitalized: one with a broken arm and the other with bruising. The alleged perpetrator attempted to flee but bystanders restrained him until officers arrived and cited him for reckless driving.",0,"car ramming; crowd size=a group; stop the steal",1680633666
USA17257,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Government of the United States (2017-2021); GOP: Republican Party",Protesters,,,,"Protesters only",,840,"North America","United States","New Mexico",Chaves,,Roswell,33.3944,-104.5249,1,"Crowd Counting Consortium; Roswell Daily Record",Other-Subnational,"On 8 November 2020, an unreported number of people staged a 'Stop the Steal' rally outside the Chaves County Courthouse in Roswell (New Mexico) in support of President Trump. The founder of Cowboys for Trump, who is a member of the Otero County Board of Commissioners, was present.",0,"crowd size=no report; stop the steal",1680633666
USA17259,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",California,Sacramento,,Sacramento,38.5799,-121.4962,1,MilitiaWatch,"Local partner-New media","On 8 November 2020, protesters associated with the 'Stop the Steal' movement gathered in Sacramento (California). Proud Boys provided security for the protesters, wearing plate carriers.",0,"armed; armed presence; crowd size=no report; stop the steal",1680633666
USA17262,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Bexar,,"San Antonio",29.4278,-98.4875,1,"San Antonio Express-News",Subnational,"On 8 November 2020, more than 120 people staged a 'Stop the Steal' rally outside the Bexar County Republican Party headquarters in San Antonio (Texas) to express skepticism about the validity of the election results and in support of President Trump.",0,"crowd size=more than 120; stop the steal",1680633678
USA17260,"08 November 2020",2020,1,"Strategic developments","Strategic developments",Other,"Proud Boys",,"Political militia",,,,"Political militia only",,840,"North America","United States",California,Sacramento,,Sacramento,38.5799,-121.4962,1,MilitiaWatch,"Local partner-New media","Non-violent activity: On 8 November 2020, Proud Boys wearing plate carriers provided security for protesters associated with the 'Stop the Steal' movement gathered in Sacramento (California).",0,,1688508996
USA17245,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Michigan,Isabella,,"Mount Pleasant",43.5978,-84.7675,1,"Central Michigan Life; Count Love",Other-Subnational,"On 8 November 2020, a group of more than 150 Trump supporters gathered for a 'MAGA Truth Declaration' and 'Stop the Steal' rally in Mount Pleasant (Michigan) to protest the president-elect Joe Biden and to assert that the election is not over yet.",0,"crowd size=more than 150; stop the steal",1697584399
USA17261,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Michigan,Saginaw,,Saginaw,43.4195,-83.9508,1,"Michigan Radio",Subnational,"On 8 November 2020, more than a hundred Trump supporters rallied for a 'Recount the Vote' and 'Stop the Steal' rally in Saginaw (Michigan) to protest the election of Joe Biden.",0,"crowd size=more than a hundred; stop the steal",1697584399
USA17232,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Pennsylvania,Dauphin,,Harrisburg,40.2726,-76.8875,1,"Crowd Counting Consortium; Patriot-News",Other-Subnational,"On 8 November 2020, more than 20 people protested in Harrisburg (Pennsylvania) to call for a recount in the presidential election and to support President Trump at the 'Stop the Steal' rally.",0,"crowd size=more than 20; stop the steal",1729632869
USA17266,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Pro-Police Group (United States); Proud Boys",Protesters,,,,"Protesters only",,840,"North America","United States",Illinois,Cook,,Schaumburg,42.0331,-88.0847,1,"Chicago Tribune; Political Research Associates; Twitter; Yahoo News","Other-New media","On 8 November 2020, a large number of supporters of Donald Trump gathered for a 'Stop the Steal' event and a Back the Blue rally in Schaumburg (Illinois) to protest the presidential election results. Proud Boys were among the protesters.",0,"crowd size=a large number; stop the steal",1734479955
USA17223,"08 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","New York",Suffolk,,Commack,40.8429,-73.2929,1,"Crowd Counting Consortium; Fox5 (New York)",Other-Subnational,"On 8 November 2020, people attended a 'Stop the Steal' rally in Commack (New York) in support of President Trump.",0,"crowd size=no report; stop the steal",1737435894
USA16902,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Louisiana,"East Baton Rouge",,"Baton Rouge",30.4473,-91.189,1,"Count Love; Advocate (Baton Rouge)",Other-Subnational,"On 7 November 2020, roughly 200 people gathered at the State Capitol in Baton Rouge (Louisiana) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=roughly 200; stop the steal",1680633503
USA16915,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Florida,Brevard,,"Cocoa Beach",28.3205,-80.6092,1,"Florida Today",Subnational,"On 7 November 2020, around 100 people gathered in Cocoa Beach (Florida) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=around 100; stop the steal",1680633503
USA16924,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Florida,"Palm Beach",,"Delray Beach",26.4615,-80.0728,1,"CBS12 (West Palm Beach)",Subnational,"On 7 November 2020, a group of people gathered in Delray Beach (Florida) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=no report; stop the steal",1680633503
USA16945,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Mississippi,Hinds,,Jackson,32.2986,-90.1863,1,"WLOX ABC",Subnational,"On 7 November 2020, a group of people gathered outside the Capitol building in Jackson (Mississippi) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=no report; stop the steal",1680633503
USA16958,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Tennessee,Davidson,,Nashville,36.166,-86.7842,1,"WTVF; Count Love",Other-Subnational,"On 7 November 2020, more than 100 people gathered at the Capitol building in Nashville (Tennessee) for a 'Stop the Steal' event, in protest of perceived election fraud and in support of President Trump's re-election.",0,"crowd size=more than 100; stop the steal",1680633503
USA16990,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","New York",Suffolk,,Setauket,40.9351,-73.1184,1,"ABC7 (New York)",Subnational,"On 7 November 2020, the 'Setauket Patriots' protested in Setauket (New York) against the election and in support of Trump saying, 'Stop the Steal'.",0,"crowd size=no report; stop the steal",1680633503
USA16993,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Minnesota,Ramsey,,"Saint Paul",44.9513,-93.0946,1,"Star Tribune (Minneapolis)",Subnational,"On 7 November 2020, hundreds of Trump supporters gathered for a 'Stop the Steal' rally at the Capitol in Saint Paul (Minnesota) in support of the president's unproven allegations of widespread vote fraud.",0,"crowd size=hundreds; stop the steal",1680633503
USA17507,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Illinois,Sangamon,,Springfield,39.7817,-89.6481,1,"1340 WJOL; WICS NewsChannel 20; Crowd Counting Consortium",Other-Subnational,"On 7 November 2020, pro-Trump supporters gathered to hold a 'Stop the Steal' rally in Springfield (Illinois) in support of Donald Trump and against the news that Joe Biden won the election.",0,"crowd size=no report; stop the steal",1680633503
USA17004,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States","Rhode Island",Kent,,Warwick,41.7001,-71.4162,1,"Boston Globe; NBC10 (Providence)",Subnational-National,"On 7 November 2020, people gathered in Warwick (Rhode Island) to protest the election claiming voter fraud with signs saying, 'Stop the Steal.",0,"crowd size=no report; stop the steal",1680633503
USA17198,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Vermont,Washington,,Montpelier,44.2626,-72.5806,1,"WCAX Channel 3; Montpelier Bridge; Count Love",Other-Subnational,"On 7 November 2020, about 60 Trump supporters gathered at the State House in Montpelier (Vermont) with signs saying, 'Stop the Steal', there were also dozens of Pro-Biden counter-protesters present with signs saying, 'Protect the Vote'.",0,"count every vote; counter-demonstration; crowd size=about 60; stop the steal",1680633503
USA16948,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","BLM: Black Lives Matter",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Michigan,Ingham,,Lansing,42.7339,-84.5555,1,"Michigan Advance; MLive",Subnational,"On 7 November 2020, hundreds of pro-Trump supporters, some who were carrying rifles, gathered for a 'Stop the Steal' event outside the state Capitol in Lansing (Michigan) in support of the president's unproven allegations of widespread vote fraud. There were also a few Black Lives Matter supporters present, some of whom were also carrying firearms, protesting against the pro-Trump group and in support of Joe Biden.",0,"armed; counter-demonstration; crowd size=hundreds; stop the steal",1680633585
USA16979,"07 November 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (United States)","Proud Boys",Rioters,"Rioters (United States)","BLM: Black Lives Matter; Antifa (United States); Civilians (United States); Journalists (United States)",Rioters,Rioters-Rioters,,840,"North America","United States",Oregon,Marion,,Salem,44.9385,-123.0305,1,"US Press Freedom Tracker; Twitter; Salem Reporter; Statesman Journal; KOIN6","Other-New media","On 7 November 2020, about 200 people, including members of the Proud Boys, gathered for a pro-Trump demonstration at the state Capitol in Salem (Oregon) as part of the nationwide 'Stop the Steal' campaign rejecting the outcome of the 2020 Presidential election. The demonstration turned violent as BLM and Antifa counter demonstrators clashed with Pro-Trump supporters. Police intervened and arrested four people. Some of the pro-Trump demonstrators were armed. Members of the Proud Boys used mace and chased a press photographer. A person was also punched during the clashes. Three journalists reported being pushed by Trump supporters.",0,"armed; counter-demonstration; crowd size=no report; stop the steal",1680633585
USA16919,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",Ohio,Franklin,,Columbus,39.9613,-82.9991,1,"Columbus Dispatch; ABC6 (Columbus); MilitiaWatch; News 5 (Cleveland)","Local partner-New media","On 7 November 2020, pro-Trump supporters gathered for a 'Stop the Steal' event at the statehouse in Columbus (Ohio) in support of the president's unproven allegations of widespread vote fraud. Pro-Biden supporters also gathered celebrating The Associated Press projection that former Vice President Joe Biden will become the 46th President of the United States. Members of the Ohio State Regular Militia gathered to watch the protests and keep the peace while carrying firearms and wearing camouflage fatigues and military-style helmets. Although many voted for Trump, they did not affiliate themselves with either of the groups protesting.",0,"armed; armed presence; counter-demonstration; crowd size=no report; stop the steal",1680633602
USA16978,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)","Proud Boys",Protesters,"Protesters (United States)",,Protesters,Protesters-Protesters,,840,"North America","United States",California,Sacramento,,Sacramento,38.5799,-121.4962,1,"Twitter; It's Going Down; KTLA5; Crowd Counting Consortium; Political Research Associates","Other-New media","On 7 November 2020, an unreported number of people including Proud Boys staged a 'Stop the Steal' rally in Sacramento (California) in support of President Trump. An unreported number of President-elect Biden supporters were also present. People from each side pushed each other. A Proud Boy member allegedly followed and intimidated counter demonstrators after the event.",0,"counter-demonstration; crowd size=no report; stop the steal",1680633603
USA16905,"07 November 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (United States)",,Protesters,"Police Forces of the United States (2017-2021)",,"State forces","State forces-Protesters",,840,"North America","United States",California,"Los Angeles",,"Beverly Hills",34.0743,-118.3982,1,"Fox11 (Los Angeles); KTLA5; ABC7 (Los Angeles); Crowd Counting Consortium; Orange County Register",Other-Subnational,"On 7 November 2020, a few hundred people staged a 'Stop the Steal' rally in Beverly Hills (California) in support of President Trump and a recount of 2020 presidential election votes. An unlawful assembly was declared and some arrests were made. Earlier in the day, dozens of Trump supports staged a caravan from Mission Viejo to Beverly Hills.",0,"crowd size=a few hundred; stop the steal",1680633666
USA16920,"07 November 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (United States)",,Protesters,,,,"Protesters only",,840,"North America","United States",Texas,Montgomery,,Conroe,30.3119,-95.4561,1,"Courier (Conroe)",Subnational,"On 7 November 2020, hundreds of people staged a 'Stop the Steal' rally Conroe (Texas) to express skepticism about the validity of the election and in support of President Trump.",0,"crowd size=hundreds; stop the steal",1680633666
